DataID,Publication date,Titile,Author#1,Author#2,Author#3,Author#4,Author#5,Author#6,Author#7,Author#8,Author#9,Author#10,Author#11
Digital Data 2006-0049,July 21  2006,Surficial geology of the Bitumount area  Alberta  NTS 74E (GIS data  drumlins),Bayrock  L.A.,,,,,,,,,,
Digital Data 2006-0048,July 21  2006,Surficial geology of the Bitumount area  Alberta  NTS 74E (GIS data  point features),Bayrock  L.A.,,,,,,,,,,
Digital Data 2006-0047,July 24  2006,Surficial geology of the Bitumount area  Alberta  NTS 74E (GIS data  line features),Bayrock  L.A.,,,,,,,,,,
Digital Data 2006-0046,July 21  2006,Surficial geology of the Bitumount area  Alberta  NTS 74E (GIS data  polygon features),Bayrock  L.A.,,,,,,,,,,
Digital Data 2006-0045,October 04  2006,Surficial Geology of the Sawn Lake Area  Alberta (NTS 84B/13)  (GIS data  point features),Trommelen  M.S.,Paulen  R.C.,Weiss  J.A.,,,,,,,,
Digital Data 2006-0044,October 04  2006,Surficial Geology of the Sawn Lake Area  Alberta (NTS 84B/13)  (GIS data  line features),Trommelen  M.S.,Paulen  R.C.,Weiss  J.A.,,,,,,,,
Digital Data 2006-0043,October 04  2006,Surficial Geology of the Sawn Lake Area  Alberta (NTS 84B/13)  (GIS data  polygon features),Trommelen  M.S.,Paulen  R.C.,Weiss  J.A.,,,,,,,,
Digital Data 2006-0041,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Subcrop edge of the McMurray Fm. - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0040,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Subcrop edge of the Clearwater Fm. - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0039,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Subcrop edge of the Grand Rapids Fm. - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0038,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Subcrop edge of the Joli Fou Fm. - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0037,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Subcrop edge of the Viking Fm. - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0036,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Subcrop edge of the Base of Fish Scales  - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0035,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Subcrop edge of the Second White Specks Fm. - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0034,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Surface structure  McMurray Fm. - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0033,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Surface structure  Clearwater Fm. - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0032,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Surface structure  Grand Rapids Fm. - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0031,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Surface structure  Joli Fou Fm. - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0030,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Surface structure  Viking Formation  - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0029,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Surface structure  Base of Fish Scales  - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0028,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Surface structure  Second White Specks Fm. - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0027,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Bedrock topography - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0026,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Surface structure  Empress Fm. Unit 1 sand and gravel - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0025,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Surface structure  Empress Fm. Unit 2 silt and clay - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0024,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Surface structure  valley interfluve sand and gravel - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0023,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Surface structure  Empress Fm. Unit 3 sand and gravel  - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0022,July 12  2011,Quaternary geology and bedrock subcrop of the Cold Lake to Ft. McMurray area  Alberta - Surface digital elevation model (250m resolution) - (1:250 000 scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0021,November 19  2008,Geochemical data for mudstones  shales and other Cretaceous rocks of northwestern Alberta,Prior  G.J.,Pawlowicz  J.G.,Hathway  B.,,,,,,,,
Digital Data 2006-0020,July 14  2011,Wabamun Lake Modelling Case Study - Core Analysis Data (point features  comma separated text file) (NTS 83G),Michael  K.,,,,,,,,,,
Digital Data 2006-0019,August 03  2006,Surficial Geology of the Zama City Area (NTS 84M/SE) (GIS data  permafrost  polygon features),Geological Survey of CanadaPaulen  R.C.,Kowalchuk  C.J.,Plouffe  A.,Ward  B.C.,Smith  I.R.,,,,,,
Digital Data 2006-0018,August 03  2006,Surficial Geology of the Zama City Area (NTS 84M/SE) (GIS data  polygon features),Geological Survey of CanadaPaulen  R.C.,Kowalchuk  C.J.,Plouffe  A.,Ward  B.C.,Smith  I.R.,,,,,,
Digital Data 2006-0017,August 03  2006,Surficial Geology of the Zama City Area (NTS 84M/SE) (GIS data  point features),Geological Survey of CanadaPaulen  R.C.,Kowalchuk  C.J.,Plouffe  A.,Ward  B.C.,Smith  I.R.,,,,,,
Digital Data 2006-0016,August 03  2006,Surficial Geology of the Zama City Area (NTS 84M/SE) (GIS data  line features),Geological Survey of CanadaPaulen  R.C.,Kowalchuk  C.J.,Plouffe  A.,Ward  B.C.,Smith  I.R.,,,,,,
Digital Data 2006-0015,August 02  2006,Surficial Geology of the Beatty Lake Area  (NTS 84M/NE) (GIS data  permafrost  polygon features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,Smith  I.R.,,,,,,,,
Digital Data 2006-0014,August 02  2006,Surficial Geology of the Beatty Lake Area (NTS 84M/NE) (GIS data  polygon features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,Smith  I.R.,,,,,,,,
Digital Data 2006-0013,August 02  2006,Surficial Geology of the Beatty Lake Area (NTS 84M/NE) (GIS data  point features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,Smith  I.R.,,,,,,,,
Digital Data 2006-0012,August 02  2006,Surficial Geology of the Beatty Lake Area (NTS 84M/NE) (GIS data  line features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,Smith  I.R.,,,,,,,,
Digital Data 2006-0011,July 14  2011,Wabamun Lake Modelling Case Study - General Well Location and Depth Information (point features  comma separated text file) (NTS 83G),Michael  K.,,,,,,,,,,
Digital Data 2006-0010,July 14  2011,Wabamun Lake Modelling Case Study - Depth of Stratigraphic Formations (point features  comma separated text file) (NTS 83G),Michael  K.,,,,,,,,,,
Digital Data 2006-0009,July 14  2011,Wabamun Lake Modelling Case Study - Pressure and Permeability Data Determined from Drillstem Tests (point features  comma separated text file) (NTS 83G),Michael  K.,,,,,,,,,,
Digital Data 2006-0008,July 14  2011,Wabamun Lake Modelling Case Study - Chemical Analyses of Formation Waters (point features  comma separated text file) (NTS 83G),Michael  K.,,,,,,,,,,
Digital Data 2006-0005,July 27  2011,Geology of the Precambrian Shield in northeastern Alberta  NTS 74M and NTS 74L -bedrock polygons (GIS data  polygon features),Godfrey  J.D.,,,,,,,,,,
Digital Data 2006-0004,July 27  2011,Geology of the Precambrian Shield in northeastern Alberta  NTS 74M and NTS 74L - bedrock contacts (GIS data  line features),Godfrey  J.D.,,,,,,,,,,
Digital Data 2006-0003,July 16  2006,Geology of the Precambrian Shield in northeastern Alberta  NTS 74M and NTS 74L (GIS data  polygon overlay features),Godfrey  J.D.,,,,,,,,,,
Digital Data 2006-0002,July 27  2011,Geology of the Precambrian Shield in northeastern Alberta  NTS 74M and NTS 74L - structural measurements (GIS data  point features),Godfrey  J.D.,,,,,,,,,,
Digital Data 2006-0001,July 16  2006,Geology of the Precambrian Shield in northeastern Alberta  NTS 74M and NTS 74L (GIS data  line features),Godfrey  J.D.,,,,,,,,,,
Digital Data 2005-0533,September 08  2006,Natural Suitability of Geological Setting for Waste Management (GIS data  polygon features),Andriashek  L.D.,Waters  E.J.,,,,,,,,,
Digital Data 2005-0532,July 19  2011,Stream Sediment Geochemistry  Southern Alberta Rift (GIS data  point features),Olson  R.A.,Dufresne  M.B.,,,,,,,,,
Digital Data 2005-0531,July 16  2006,Bedrock Thalwegs of Zama Lake Area  Alberta (NTS 84L) (GIS data  thalweg line features),Pawlowicz  J.G.,Fenton  M.M.,Hickin  A.S.,Nicoll  T.J.,Paulen  R.C.,Plouffe  A.,Smith  I.R.,,,,
Digital Data 2005-0530,July 16  2006,Drift Thickness of Zama Lake Area  Alberta (NTS 84L) (GIS data  line features),Pawlowicz  J.G.,Fenton  M.M.,Hickin  A.S.,Nicoll  T.J.,Paulen  R.C.,Plouffe  A.,Smith  I.R.,,,,
Digital Data 2005-0529,July 16  2006,Bedrock Topography of Zama Lake  Area  Alberta (NTS 84L) (GIS data  line features),Pawlowicz  J.G.,Fenton  M.M.,Hickin  A.S.,Nicoll  T.J.,Paulen  R.C.,Plouffe  A.,Smith  I.R.,,,,
Digital Data 2005-0528,September 08  2006,Surficial geology of the Waterways area  Alberta  NTS 74D (GIS data  polygon outline features),Bayrock  L.A.,Reimchen  T.H.F.,,,,,,,,,
Digital Data 2005-0527,September 08  2006,Surficial geology of the Waterways area  Alberta  NTS 74D (GIS data  polygon overlay features),Bayrock  L.A.,Reimchen  T.H.F.,,,,,,,,,
Digital Data 2005-0526,September 08  2006,Surficial geology of the Waterways area  Alberta  NTS 74D (GIS data  point features),Bayrock  L.A.,Reimchen  T.H.F.,,,,,,,,,
Digital Data 2005-0525,September 08  2006,Surficial geology of the Waterways area  Alberta  NTS 74D (GIS data  line features),Bayrock  L.A.,Reimchen  T.H.F.,,,,,,,,,
Digital Data 2005-0524,September 08  2006,Surficial geology of the Waterways area  Alberta  NTS 74D (GIS data  polygon features),Bayrock  L.A.,Reimchen  T.H.F.,,,,,,,,,
Digital Data 2005-0015,September 14  2006,Diamond Drillhole Locations (GIS data  point features),Kupsch  B.G.,Olson  R.A.,,,,,,,,,
Digital Data 2005-0014,August 03  2006,Surficial Geology of the Peerless Lake Area  Alberta (NTS 84B)  (GIS data  point features),Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2005-0013,August 03  2006,Surficial Geology of the Peerless Lake Area  Alberta (NTS 84B)  (GIS data  line features),Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2005-0012,August 03  2006,Surficial Geology of the Peerless Lake Area  Alberta (NTS 84B)  (GIS data  polygon features),Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2005-0011,July 16  2006,Bedrock Thalwegs of Peerless Lake Area  Alberta (NTS 84B) (GIS data  thalweg line features),Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,,
Digital Data 2005-0010,July 16  2006,Drift Thickness of Peerless Lake Area  Alberta (NTS 84B) (GIS data  line features),Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,,
Digital Data 2005-0009,July 16  2006,Bedrock Topography of Peerless Lake  Area  Alberta (NTS 84B) (GIS data  line features),Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,,
Digital Data 2005-0008,July 16  2006,Surficial Geology of the Little Hay River Area (NTS 84L/NW) (GIS data  permafrost  polygon features),Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2005-0007,July 16  2006,Surficial Geology of the Hay Lake Area  (NTS 84L/NE) (GIS data  permafrost  polygon features),Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2005-0006,July 16  2006,Surficial Geology of the Hay Lake Area (NTS 84L/NE) (GIS data   polygon features),Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2005-0005,July 16  2006,Surficial Geology of the Hay Lake Area (NTS 84L/NE)  (GIS data  line features),Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2005-0004,July 16  2006,Surficial Geology of the Hay Lake Area (NTS 84L/NE) (GIS data  point features),Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2005-0003,July 16  2006,Surficial Geology of the Little Hay River Area (NTS 84L/NW) (GIS data  polygon features),Paulen  R.C.,Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,
Digital Data 2005-0002,July 16  2006,Surficial Geology of the Little Hay River Area (NTS 84L/NW) (GIS data  line features),Paulen  R.C.,Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,
Digital Data 2005-0001,July 16  2006,Surficial Geology of the Little Hay River Area (NTS 84L/NW) (GIS data  point features),Paulen  R.C.,Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,
Digital Data 2004-0052,July 16  2006,Bedrock Thalwegs of Pelican River Area  Alberta (NTS 83P) (GIS data  thalweg line features),Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,,
Digital Data 2004-0051,January 04  2012,Bedrock Topography of Alberta  1:2 000 000 scale (GIS data  line features),Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,,
Digital Data 2004-0050,January 04  2012,Drift Thickness of Alberta  1:2 000 000 scale (GIS data  line features),Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,,
Digital Data 2004-0049,July 16  2006,Drift Thickness of Pelican River Area  Alberta (NTS 83P) (GIS data  line features),Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,,
Digital Data 2004-0048,July 16  2006,Bedrock Topography of Pelican River Area  Alberta (NTS 83P) (GIS data  line features),Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,,
Digital Data 2004-0047,September 08  2006,Surficial Geology of the Cadotte Lake Area  Map 290 (NTS 84C/SE) - polygon features,Paulen  R.C.,Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,
Digital Data 2004-0046,May 14  2008,Surficial Geology of the Cadotte Lake Area (NTS 84C/SE) (GIS data  line features),Paulen  R.C.,Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,
Digital Data 2004-0045,September 08  2006,Surficial Geology of the Cadotte Lake Area  Map 290 (NTS 84C/SE) - point features,Paulen  R.C.,Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,
Digital Data 2004-0044,September 08  2006,Surficial Geology of the Grimshaw Area  Map 291 (NTS 84C/SW) -  polygon  features,Paulen  R.C.,,,,,,,,,,
Digital Data 2004-0043,May 14  2008,Surficial Geology of the Grimshaw Area (NTS 84C/SW) (GIS data  line features),Paulen  R.C.,,,,,,,,,,
Digital Data 2004-0042,September 08  2006,Surficial Geology of the Grimshaw Area  Map 291 (NTS 84C/SW) - point features,Paulen  R.C.,,,,,,,,,,
Digital Data 2004-0041,September 08  2006,Surficial Geology of the Southwest Buffalo Head Hills Area  Map 289 (NTS 84C/NE) -  polygon features,Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2004-0040,May 14  2008,Surficial Geology of the Southwest Buffalo Head Hills Area (NTS 84C/NE) (GIS data   line features),Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2004-0039,September 08  2006,Surficial Geology of the Southwest Buffalo Head Hills Area  Map 289 (NTS 84C/NE) - point features,Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2004-0038,September 08  2006,Surficial Geology of the Manning Area  Map 292 (NTS 84C/NW) -  polygon features,Paulen  R.C.,,,,,,,,,,
Digital Data 2004-0037,May 14  2008,Surficial Geology of the Manning Area (NTS 84C/NW) (GIS data  line features),Paulen  R.C.,,,,,,,,,,
Digital Data 2004-0036,September 08  2006,Surficial Geology of the Manning Area  Map 292 (NTS 84C/NW) - point features,Paulen  R.C.,,,,,,,,,,
Digital Data 2004-0035,September 08  2006,Alberta kimberlites (GIS data  point features),Alberta Geological Survey,,,,,,,,,,
Digital Data 2004-0034,August 21  2009,Alberta Sand and Gravel Deposits with Aggregate Potential (GIS data  polygon features),Edwards  W.A.D.,Budney  H.D.,,,,,,,,,
Digital Data 2004-0033,August 27  2012,Bedrock Geology of Alberta (GIS data),Hamilton  W.N.,Langenberg  C.W.,Price  M.,,,,,,,,
Digital Data 2004-0006,September 08  2006,Surficial Geology of the Willow River Area  (NTS 83O/NE) (GIS data  polygon features),Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2004-0005,September 08  2006,Surficial Geology of the Willow River Area  (NTS 83O/NE)  (GIS data  line features),Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2004-0004,September 08  2006,Surficial Geology of the Willow River Area  (NTS 83O/NE) (GIS data  point features),Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2004-0003,September 08  2006,Surficial Geology of the Utikuma Area  (NTS 83O/NW)  (GIS data  polygon features),Paulen  R.C.,Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,
Digital Data 2004-0002,September 08  2006,Surficial Geology of the Utikuma Area  Alberta  (NTS 83O/NW) (GIS data  line features),Paulen  R.C.,Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,
Digital Data 2004-0001,September 08  2006,Surficial Geology of the Utikuma Area  (NTS 83O/NW)  (GIS data  point features),Paulen  R.C.,Pawlowicz  J.G.,Fenton  M.M.,,,,,,,,
Digital Data 2003-0014,July 29  2010,Alberta industrial mineral deposits and occurrences (GIS data  point features),Price  M.,Hamilton  W.N.,Fildes  B.J.,,,,,,,,
Digital Data 2003-0013,September 08  2006,Airborne Geophysical Surveys (GIS data  polygon features),Alberta Energy and Utilities BoardAlberta Geological Survey,,,,,,,,,,
Digital Data 2003-0012,March 14  2016,GIS compilation of structural elements in Alberta  version 3.0 (GIS data  line features),Pana  D.I., Waters  E.J.,,,,,,,,,
Digital Data 2003-0010,September 08  2006,Surficial Geology of the Lubicon Lake Area  Alberta (NTS 84B/SW)  (GIS data  polygon features),Fenton  M.M.,Paulen  R.C.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2003-0009,September 08  2006,Surficial Geology of the Lubicon Lake Area  Alberta (NTS 84B/SW)  (GIS data  line features),Fenton  M.M.,Paulen  R.C.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2003-0008,September 08  2006,Surficial Geology of the Lubicon Lake Area  Alberta (NTS 84B/SW)  (GIS data  point features),Fenton  M.M.,Paulen  R.C.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2003-0007,September 08  2006,Surficial Geology of the Trout River Area  Alberta (NTS 84B/SE)  (GIS data  polygon features),Fenton  M.M.,Paulen  R.C.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2003-0006,September 08  2006,Surficial Geology of the Trout River Area  Alberta (NTS 84B/SE)  (GIS data  point features),Fenton  M.M.,Paulen  R.C.,Pawlowicz  J.G.,,,,,,,,
Digital Data 2003-0005,September 08  2006,Surficial Geology of the Southeast Buffalo Head Hills Area  Alberta (NTS 84B/NW)  (GIS data  polygon features),Paulen  R.C.,Fenton  M.M.,Pawlowicz  J.G.,Campbell  J.E.,,,,,,,
